-2.6364489,-3.5705366,-1.4085008,-3.9220603,-2.0568776,-0.09629957,-0.34787416
-2.5802703,-2.675638,-1.3973489,-3.4870913,-2.0568776,0.0007348867,-0.34787416
-2.7165534,-3.5705366,-1.4768355,-3.9220603,-2.0568776,0.0007348867,-0.3858551
-2.5883095,-2.675638,-1.4529895,-3.4870913,-2.0637727,0.0032169065,-0.44274044
-2.5562487,-2.675638,-1.4164493,-3.4870913,-2.0659273,0.0032169065,-0.5375204
-2.6203706,-2.675638,-1.4450408,-3.4870913,-2.0797174,0.0095991865,-0.55651104
-2.3077042,-2.675638,-1.319464,-3.4870913,-1.772026,0.0095991865,-0.57550156
-2.2275996,-2.675638,-1.2160721,-3.4870913,-1.7924956,-0.064742684,-0.57550156
-2.2996652,-2.675638,-1.209725,-3.4870913,-2.1096678,-0.064742684,-0.49962574
-2.1393602,-2.675638,-1.123832,-3.4870913,-1.8386062,-0.064742684,-0.34787416
-1.9469943,-2.675638,-1.0284481,-3.4870913,-1.840761,-0.024439687,-0.10129929
-1.9068943,-2.675638,-1.015754,-3.4870913,-1.840761,-0.024439687,0.25904605
-1.9790554,-2.675638,-1.0634459,-3.9932852,-1.840761,0.024727583,0.56250626
-2.2917216,-2.675638,-1.2256223,-4.037677,-2.1049275,0.027209604,0.52456844
-2.3959436,-3.5705366,-1.2669672,-4.011174,-2.1049275,0.027209604,0.39180717
-2.3318217,-2.675638,-1.2033778,-3.4870913,-2.1049275,-0.020657608,0.35386935
-2.1874995,-2.675638,-1.1461357,-3.9310048,-2.1004026,-0.020657608,0.31593138
-2.1233776,-3.6435673,-1.1651769,-4.18874,-1.8638161,-0.020657608,0.25904605
-1.9549378,-2.675638,-1.0729961,-3.4870913,-1.9166064,-0.020657608,0.08834713
-2.1874995,-3.5705366,-1.123832,-4.055566,-2.2176182,-0.020657608,-0.08235195
-2.2596605,-3.6982858,-1.2319694,-4.37525,-1.987927,0.06751257,-0.23410353
-2.1874995,-2.675638,-1.1810743,-4.197353,-1.9418164,0.042337973,-0.32892665
-2.2355433,-2.675638,-1.222419,-3.948894,-1.9349215,0.077676974,-0.40480244
-2.2355433,-2.675638,-1.2828645,-3.9843407,-1.9075567,0.07885888,-0.4617309
-2.572327,-2.675638,-1.4164493,-3.4870913,-1.9648718,0.12932625,-0.5185731
-2.5402658,-2.675638,-1.4466424,-3.4870913,-2.0086124,-0.021957695,-0.55651104
-2.6364489,-2.675638,-1.5054862,-3.4870913,-1.6869152,0.091505274,-0.6133962
-2.5402658,-2.675638,-1.4339483,-3.4870913,-1.9579768,-0.097481474,-0.6513773
-2.70861,-2.675638,-1.4879873,-3.4870913,-2.2221434,-0.064742684,-0.68927217
-2.7887146,-2.675638,-1.4577942,-3.4870913,-2.137248,-0.06604277,-0.72725314
-2.676549,-2.675638,-1.3910018,-3.4870913,-2.1049275,-0.06604277,-0.765148
-2.5322268,-2.675638,-1.3480552,-3.4870913,-2.1141927,-0.06604277,-0.78413844
-2.2516215,-2.675638,-1.2622217,-4.019788,-1.8523962,0.080158964,-0.7082626
-1.65835,-2.675638,-0.8678733,-3.4870913,-1.8200758,0.09646927,-0.44274044
-1.3857839,-2.675638,-0.6913418,-2.69666,-1.8248161,0.08512298,-0.10129929
-1.2013615,-2.675638,-0.58961105,-2.6701577,-1.8248161,0.08512298,0.20211759
-1.3376446,-2.675638,-0.6357012,-2.9186168,-2.137248,-0.059778675,0.39180717
-1.6343282,-2.675638,-0.77723485,-3.4870913,-2.1394026,-0.059778675,0.50562096
-1.6343282,-2.675638,-0.7644814,-3.4870913,-2.166983,-0.093699366,0.6004872
-1.6904109,-2.675638,-0.84242564,-3.4870913,-2.169353,-0.093699366,0.56250626
-1.6262889,-2.675638,-0.73428845,-3.4870913,-2.166983,0.05120227,0.4676831
-1.2735226,-2.675638,-0.6340998,-3.4870913,-1.8913964,0.05120227,0.33492202
-1.4178448,-2.675638,-0.73428845,-3.4870913,-1.6961803,0.05120227,0.14527558
-1.2975444,-2.675638,-0.7406354,-3.4870913,-1.7099705,0.05120227,-0.04445711
-1.433923,-2.675638,-0.7756333,-3.4870913,-1.7213904,0.12046196,-0.19612242
-0.8646735,-2.675638,-0.46872014,-2.4925923,-1.6593349,0.280492,-0.30997932
-0.61612916,-1.7077088,-0.24930148,-2.0662365,-1.6800201,0.280492,-0.40480244
-0.9608563,-2.675638,-0.32564434,-2.1550193,-2.017662,-0.0093112895,-0.4617309
-1.121257,-2.675638,-0.5148698,-2.5369837,-2.0200322,0.087723166,-0.49962574
-1.1853789,-2.675638,-0.46397477,-2.2881932,-2.2887237,0.08512298,-0.5185731
-1.2254789,-2.675638,-0.5228184,-2.4836478,-2.2680385,-0.06096058,-0.55651104
-1.3697054,-2.675638,-0.54346114,-2.3504736,-2.304884,-0.06096058,-0.59444886
-1.8026721,-2.675638,-0.86467004,-3.016344,-1.9372916,0.13180825,-0.63238686
-1.3456837,-2.675638,-0.60070336,-2.7234936,-2.219773,-0.018175589,-0.6703247
-1.722472,-2.675638,-0.80902946,-3.4870913,-2.2335632,-0.018175589,-0.7082626
-0.84859526,-2.675638,-0.3542357,-2.2792487,-1.9487115,-0.018175589,-0.72725314
-1.2174398,-2.675638,-0.619804,-3.4870913,-1.9465568,0.091505274,-0.6513773
-1.1372396,-2.675638,-0.5387158,-3.4870913,-1.9258716,0.07637687,-0.44274044
-0.73642963,-2.675638,-0.23975126,-2.2527466,-2.0499825,0.09646927,-0.1581846
-0.8646735,-2.675638,-0.19366089,-2.5724306,-2.3714643,0.09646927,0.14523245
-0.9608563,-2.675638,-0.35743895,-2.9630082,-2.0452423,-0.048432384,0.3728598
-1.0170348,-2.675638,-0.3622438,-2.6612132,-2.2818286,0.110415764,0.58145374
-0.9849737,-2.675638,-0.36538753,-2.6168218,-2.2910938,0.110415764,0.6573294
-1.0731176,-2.675638,-0.449679,-2.9808972,-2.0224025,-0.016875502,0.65737253
-1.0170348,-2.675638,-0.36698917,-2.8387787,-2.2956188,-0.016875502,0.5435587
-0.73642963,-2.675638,-0.2509031,-2.8298342,-2.2841988,-0.016875502,0.41075465
-0.375624,-2.675638,-0.056932077,-2.1994107,-2.0728223,0.05238419,0.24009871
-0.8245731,-2.675638,-0.31449252,-2.6701577,-1.9556066,0.09776937,0.08834713
-0.61612916,-2.675638,-0.25570795,-2.714549,-1.9258716,0.280492,-0.04445711
-0.53602445,-2.675638,-0.13481705,-2.0397344,-1.8799765,-0.030703785,-0.15822774
-0.6001466,-2.675638,-0.1714165,-1.9863982,-2.0773473,0.114197865,-0.23410353
