-0.91377795,-2.0354288,-0.25765008,-2.303701,-1.95093,0.14978832,-0.48709357
-1.0035509,-2.1222703,-0.32780248,-2.3462877,-1.9940411,0.10094707,-0.43121532
-1.0412403,-2.2306945,-0.3410344,-2.341085,-2.0133376,0.08275088,-0.50408876
-0.9964145,-2.2059553,-0.31830117,-2.2252145,-2.0414166,0.040068727,-0.48859125
-1.2080277,-2.2282708,-0.43829733,-2.4825735,-2.0767548,0.052595872,-0.4853655
-1.1375389,-2.2630389,-0.38256162,-2.4502056,-2.1023917,0.043940354,-0.52741677
-1.0338435,-2.1396682,-0.34768033,-2.452504,-1.9981844,0.053518772,-0.5393524
-1.1296525,-2.2583423,-0.42109337,-2.7085829,-1.980571,0.068867475,-0.5562313
-1.2250482,-2.3750565,-0.4607393,-3.001778,-1.9856124,0.07735717,-0.52476645
-0.9881362,-2.292744,-0.3018726,-2.6990166,-1.9678214,0.07543743,-0.3755759
-0.9018013,-2.3225527,-0.22386467,-2.5967462,-2.0246289,0.06098161,-0.15824026
-0.8613711,-2.3370712,-0.23359221,-2.6283054,-2.0108092,0.08144893,-0.010708377
-0.92948353,-2.3488455,-0.29738006,-2.6079974,-2.0764499,0.02834301,0.17661738
-0.90578586,-2.3754883,-0.27002844,-2.6031947,-2.100185,0.05681637,0.2592611
-0.8467109,-2.3984482,-0.25532264,-2.474565,-2.1059747,0.015978698,0.30296
-0.8101227,-2.2948852,-0.2521382,-2.4245882,-2.056281,0.039161164,0.30887115
-0.85855347,-2.3151648,-0.3049536,-2.4936612,-2.069069,0.028526165,0.21059674
-0.8386623,-2.3832765,-0.2947016,-2.611361,-2.0380223,0.06290807,0.10987991
-0.69703925,-2.3443599,-0.24101591,-2.4317946,-1.917159,0.0743028,0.0027409047
-0.8670834,-2.4153569,-0.3307955,-2.667536,-1.9312385,0.10450934,-0.17131913
-0.9501306,-2.4030988,-0.38149473,-2.7963421,-1.8731656,0.14990863,-0.30019188
-0.8504682,-2.214829,-0.30477622,-2.4777565,-1.8898697,0.12427456,-0.34989676
-0.7952446,-2.0995789,-0.23828018,-2.3444033,-1.8791119,0.16224867,-0.40995008
-1.0102808,-2.173204,-0.36657313,-2.494158,-1.9238813,0.1218751,-0.44750085
